,pH(t-1),DO(t-1),NH3-N(t-1),TOC(t-1),EVP(t-1),GST_AVE(t-1),PRE(t-1),PRS_AVE(t-1),RHU_AVE(t-1),SSD(t-1),TEM_AVE(t-1),WIN_AVE(t-1),pH(t),DO(t),NH3-N(t),TOC(t)
2017/7/10 0:00,6.63,6.73,0.34,1.94,28,217,0,8792,99,0,208,86,6.62,6.54,0.31,1.91
2017/7/10 4:00,6.62,6.54,0.31,1.91,28,217,0,8792,99,0,208,86,6.64,6.52,0.33,1.77
2017/7/10 8:00,6.64,6.52,0.33,1.77,28,217,0,8792,99,0,208,86,6.63,6.5,0.3,1.91
2017/7/10 12:00,6.63,6.5,0.3,1.91,28,217,0,8792,99,0,208,86,6.63,6.46,0.34,1.91
2017/7/10 16:00,6.63,6.46,0.34,1.91,28,217,0,8792,99,0,208,86,6.63,6.51,0.31,1.86
2017/7/10 20:00,6.63,6.51,0.31,1.86,28,217,0,8792,99,0,208,86,6.63,6.47,0.31,1.93
2017/7/11 0:00,6.63,6.47,0.31,1.93,14,206,1135,8794,100,0,193,54,6.62,6.45,0.32,1.82
2017/7/11 4:00,6.62,6.45,0.32,1.82,14,206,1135,8794,100,0,193,54,6.6,6.36,0.28,1.92
2017/7/11 8:00,6.6,6.36,0.28,1.92,14,206,1135,8794,100,0,193,54,6.61,6.36,0.34,1.9
2017/7/11 12:00,6.61,6.36,0.34,1.9,14,206,1135,8794,100,0,193,54,6.59,6.29,0.23,1.92
2017/7/11 16:00,6.59,6.29,0.23,1.92,14,206,1135,8794,100,0,193,54,6.57,6.17,0.35,1.82
2017/7/11 20:00,6.57,6.17,0.35,1.82,14,206,1135,8794,100,0,193,54,6.58,6.27,0.28,1.88
2017/7/12 0:00,6.58,6.27,0.28,1.88,14,229,1,8836,86,36,223,33,6.57,6.19,0.36,1.85
2017/7/12 4:00,6.57,6.19,0.36,1.85,14,229,1,8836,86,36,223,33,6.57,6.19,0.33,1.82
2017/7/12 8:00,6.57,6.19,0.33,1.82,14,229,1,8836,86,36,223,33,6.54,5.96,0.26,1.89
2017/7/12 12:00,6.54,5.96,0.26,1.89,14,229,1,8836,86,36,223,33,6.52,5.9,0.28,1.8
2017/7/12 16:00,6.52,5.9,0.28,1.8,14,229,1,8836,86,36,223,33,6.5,5.84,0.3,1.78
2017/7/12 20:00,6.5,5.84,0.3,1.78,14,229,1,8836,86,36,223,33,6.52,5.93,0.25,1.77
2017/7/13 0:00,6.52,5.93,0.25,1.77,24,254,0,8850,78,63,242,39,6.51,5.94,0.32,2.78
2017/7/13 4:00,6.51,5.94,0.32,2.78,24,254,0,8850,78,63,242,39,6.53,6.04,0.29,2.8
2017/7/13 8:00,6.53,6.04,0.29,2.8,24,254,0,8850,78,63,242,39,6.51,6.03,0.31,2.72
2017/7/13 12:00,6.51,6.03,0.31,2.72,24,254,0,8850,78,63,242,39,6.56,6.32,0.33,1.95
2017/7/13 16:00,6.56,6.32,0.33,1.95,24,254,0,8850,78,63,242,39,6.49,5.95,0.26,2.34
2017/7/13 20:00,6.49,5.95,0.26,2.34,24,254,0,8850,78,63,242,39,6.63,6.23,0.34,2.2
2017/7/14 0:00,6.63,6.23,0.34,2.2,20,243,0,8832,85,17,236,43,6.51,6.18,0.32,2.24
2017/7/14 4:00,6.51,6.18,0.32,2.24,20,243,0,8832,85,17,236,43,6.65,6.38,0.36,2.08
2017/7/14 8:00,6.65,6.38,0.36,2.08,20,243,0,8832,85,17,236,43,6.64,6.28,0.36,2.04
2017/7/14 12:00,6.64,6.28,0.36,2.04,20,243,0,8832,85,17,236,43,6.63,6.22,0.36,2
2017/7/14 16:00,6.63,6.22,0.36,2,20,243,0,8832,85,17,236,43,6.54,6.34,0.39,1.86
2017/7/14 20:00,6.54,6.34,0.39,1.86,20,243,0,8832,85,17,236,43,6.54,6.27,0.37,1.82
2017/7/15 0:00,6.54,6.27,0.37,1.82,27,273,0,8825,82,105,247,49,6.64,6.32,0.32,1.93
2017/7/15 4:00,6.64,6.32,0.32,1.93,27,273,0,8825,82,105,247,49,6.67,6.51,0.36,1.96
2017/7/15 8:00,6.67,6.51,0.36,1.96,27,273,0,8825,82,105,247,49,6.63,6.54,0.38,1.96
2017/7/15 12:00,6.63,6.54,0.38,1.96,27,273,0,8825,82,105,247,49,6.59,6.39,0.39,1.69
2017/7/15 16:00,6.59,6.39,0.39,1.69,27,273,0,8825,82,105,247,49,6.69,6.36,0.37,1.81
2017/7/15 20:00,6.69,6.36,0.37,1.81,27,273,0,8825,82,105,247,49,6.71,6.39,0.38,1.83
2017/7/16 0:00,6.71,6.39,0.38,1.83,45,271,0,8829,84,96,239,65,6.59,6.41,0.34,1.91
2017/7/16 4:00,6.59,6.41,0.34,1.91,45,271,0,8829,84,96,239,65,6.62,6.37,0.37,1.88
2017/7/16 8:00,6.62,6.37,0.37,1.88,45,271,0,8829,84,96,239,65,6.64,6.44,0.3,1.91
2017/7/16 12:00,6.64,6.44,0.3,1.91,45,271,0,8829,84,96,239,65,6.7,6.24,0.38,1.86
2017/7/16 16:00,6.7,6.24,0.38,1.86,45,271,0,8829,84,96,239,65,6.58,6.25,0.37,1.75
2017/7/16 20:00,6.58,6.25,0.37,1.75,45,271,0,8829,84,96,239,65,6.63,6.27,0.37,1.84
2017/7/17 0:00,6.63,6.27,0.37,1.84,40,279,0,8848,78,111,246,49,6.68,6.18,0.33,1.83
2017/7/17 4:00,6.68,6.18,0.33,1.83,40,279,0,8848,78,111,246,49,6.65,6.29,0.37,1.68
2017/7/17 8:00,6.65,6.29,0.37,1.68,40,279,0,8848,78,111,246,49,6.73,6.16,0.32,1.83
2017/7/17 12:00,6.73,6.16,0.32,1.83,40,279,0,8848,78,111,246,49,6.61,5.98,0.36,1.83
2017/7/17 16:00,6.61,5.98,0.36,1.83,40,279,0,8848,78,111,246,49,6.71,6.03,0.3,1.85
2017/7/17 20:00,6.71,6.03,0.3,1.85,40,279,0,8848,78,111,246,49,6.7,5.82,0.32,1.66
2017/7/18 0:00,6.7,5.82,0.32,1.66,31,256,0,8860,79,70,248,37,6.6,5.84,0.34,1.9
2017/7/18 4:00,6.6,5.84,0.34,1.9,31,256,0,8860,79,70,248,37,6.63,6.01,0.36,1.92
2017/7/18 8:00,6.63,6.01,0.36,1.92,31,256,0,8860,79,70,248,37,6.62,5.97,0.34,1.69
2017/7/18 12:00,6.62,5.97,0.34,1.69,31,256,0,8860,79,70,248,37,6.66,6.05,0.36,1.66
2017/7/18 16:00,6.66,6.05,0.36,1.66,31,256,0,8860,79,70,248,37,6.69,6.05,0.35,1.78
2017/7/18 20:00,6.69,6.05,0.35,1.78,31,256,0,8860,79,70,248,37,6.67,6.03,0.36,1.82
2017/7/19 0:00,6.67,6.03,0.36,1.82,35,273,0,8849,94,115,223,63,6.74,5.98,0.38,2
2017/7/19 4:00,6.74,5.98,0.38,2,35,273,0,8849,94,115,223,63,6.65,5.94,0.36,1.89
2017/7/19 8:00,6.65,5.94,0.36,1.89,35,273,0,8849,94,115,223,63,6.67,5.91,0.34,1.8
2017/7/19 12:00,6.67,5.91,0.34,1.8,35,273,0,8849,94,115,223,63,6.73,5.91,0.39,1.87
2017/7/19 16:00,6.73,5.91,0.39,1.87,35,273,0,8849,94,115,223,63,6.62,5.83,0.37,1.83
2017/7/19 20:00,6.62,5.83,0.37,1.83,35,273,0,8849,94,115,223,63,6.61,5.84,0.3,2.01
2017/7/20 0:00,6.61,5.84,0.3,2.01,43,284,0,8831,89,116,231,55,6.68,5.84,0.36,2.17
2017/7/20 4:00,6.68,5.84,0.36,2.17,43,284,0,8831,89,116,231,55,6.59,5.77,0.31,1.89
2017/7/20 8:00,6.59,5.77,0.31,1.89,43,284,0,8831,89,116,231,55,6.61,5.72,0.36,5.12
2017/7/20 12:00,6.61,5.72,0.36,5.12,43,284,0,8831,89,116,231,55,6.61,5.72,0.36,5.12
2017/7/20 16:00,6.61,5.72,0.36,5.12,43,284,0,8831,89,116,231,55,6.46,6.04,0.27,2.96
2017/7/20 20:00,6.46,6.04,0.27,2.96,43,284,0,8831,89,116,231,55,6.48,6.03,0.29,3.16
2017/7/21 0:00,6.48,6.03,0.29,3.16,43,284,0,8826,86,90,236,52,6.46,5.92,0.3,2.84
2017/7/21 4:00,6.46,5.92,0.3,2.84,43,284,0,8826,86,90,236,52,6.45,5.72,0.34,2.89
2017/7/21 8:00,6.45,5.72,0.34,2.89,43,284,0,8826,86,90,236,52,6.41,5.68,0.31,2.95
2017/7/21 12:00,6.41,5.68,0.31,2.95,43,284,0,8826,86,90,236,52,6.39,5.71,0.3,2.86
2017/7/21 16:00,6.39,5.71,0.3,2.86,43,284,0,8826,86,90,236,52,6.41,5.76,0.33,2.88
2017/7/21 20:00,6.41,5.76,0.33,2.88,43,284,0,8826,86,90,236,52,6.39,5.6,0.35,2.94
2017/7/22 0:00,6.39,5.6,0.35,2.94,41,294,0,8848,80,116,246,31,6.4,5.73,0.3,2.91
2017/7/22 4:00,6.4,5.73,0.3,2.91,41,294,0,8848,80,116,246,31,6.42,5.83,0.31,2.97
2017/7/22 8:00,6.42,5.83,0.31,2.97,41,294,0,8848,80,116,246,31,6.41,5.68,0.34,2.92
2017/7/22 12:00,6.41,5.68,0.34,2.92,41,294,0,8848,80,116,246,31,6.38,5.36,0.34,2.84
2017/7/22 16:00,6.38,5.36,0.34,2.84,41,294,0,8848,80,116,246,31,6.36,5.38,0.33,2.81
2017/7/22 20:00,6.36,5.38,0.33,2.81,41,294,0,8848,80,116,246,31,6.37,5.5,0.33,2.9
2017/7/23 0:00,6.37,5.5,0.33,2.9,34,280,0,8859,70,121,259,23,6.35,5.46,0.31,2.96
2017/7/23 4:00,6.35,5.46,0.31,2.96,34,280,0,8859,70,121,259,23,6.39,5.55,0.29,2.88
2017/7/23 8:00,6.39,5.55,0.29,2.88,34,280,0,8859,70,121,259,23,6.4,5.6,0.31,2.99
2017/7/23 12:00,6.4,5.6,0.31,2.99,34,280,0,8859,70,121,259,23,6.32,5.23,0.28,2.96
2017/7/23 16:00,6.32,5.23,0.28,2.96,34,280,0,8859,70,121,259,23,6.34,5.3,0.33,2.83
2017/7/23 20:00,6.34,5.3,0.33,2.83,34,280,0,8859,70,121,259,23,6.37,5.68,0.27,3
2017/7/24 0:00,6.37,5.68,0.27,3,49,297,0,8840,56,112,268,19,6.37,5.55,0.3,2.94
2017/7/24 4:00,6.37,5.55,0.3,2.94,49,297,0,8840,56,112,268,19,6.36,5.48,0.31,2.88
2017/7/24 8:00,6.36,5.48,0.31,2.88,49,297,0,8840,56,112,268,19,6.4,5.8,0.3,3.09
2017/7/24 12:00,6.4,5.8,0.3,3.09,49,297,0,8840,56,112,268,19,6.41,5.83,0.27,2.98
2017/7/24 16:00,6.41,5.83,0.27,2.98,49,297,0,8840,56,112,268,19,6.38,5.81,0.28,3.08
2017/7/24 20:00,6.38,5.81,0.28,3.08,49,297,0,8840,56,112,268,19,6.39,5.66,0.31,2.44
2017/7/25 0:00,6.39,5.66,0.31,2.44,45,295,0,8823,67,75,265,17,6.41,5.66,0.35,2.49
2017/7/25 4:00,6.41,5.66,0.35,2.49,45,295,0,8823,67,75,265,17,6.39,5.5,0.31,2.3
2017/7/25 8:00,6.39,5.5,0.31,2.3,45,295,0,8823,67,75,265,17,6.4,5.69,0.29,2.5
2017/7/25 12:00,6.4,5.69,0.29,2.5,45,295,0,8823,67,75,265,17,6.38,5.6,0.32,2.38
2017/7/25 16:00,6.38,5.6,0.32,2.38,45,295,0,8823,67,75,265,17,6.38,5.47,0.31,2.35
2017/7/25 20:00,6.38,5.47,0.31,2.35,45,295,0,8823,67,75,265,17,6.39,5.54,0.28,2.41
2017/7/26 0:00,6.39,5.54,0.28,2.41,39,278,0,8821,76,83,257,22,6.42,5.65,0.29,2.49
2017/7/26 4:00,6.42,5.65,0.29,2.49,39,278,0,8821,76,83,257,22,6.35,5.5,0.29,2.43
2017/7/26 8:00,6.35,5.5,0.29,2.43,39,278,0,8821,76,83,257,22,6.39,5.55,0.37,2.43
2017/7/26 12:00,6.39,5.55,0.37,2.43,39,278,0,8821,76,83,257,22,6.36,5.6,0.34,2.35
2017/7/26 16:00,6.36,5.6,0.34,2.35,39,278,0,8821,76,83,257,22,6.32,5.69,0.33,2.36
2017/7/26 20:00,6.32,5.69,0.33,2.36,39,278,0,8821,76,83,257,22,6.29,5.55,0.29,2.44
2017/7/27 0:00,6.29,5.55,0.29,2.44,34,269,0,8816,72,63,266,26,6.31,5.66,0.31,2.47
2017/7/27 4:00,6.31,5.66,0.31,2.47,34,269,0,8816,72,63,266,26,6.35,5.69,0.3,2.46
2017/7/27 8:00,6.35,5.69,0.3,2.46,34,269,0,8816,72,63,266,26,6.31,5.85,0.31,2.47
2017/7/27 12:00,6.31,5.85,0.31,2.47,34,269,0,8816,72,63,266,26,6.34,5.71,0.32,2.43
2017/7/27 16:00,6.34,5.71,0.32,2.43,34,269,0,8816,72,63,266,26,6.27,5.58,0.3,2.49
2017/7/27 20:00,6.27,5.58,0.3,2.49,34,269,0,8816,72,63,266,26,6.23,5.4,0.32,2.49
2017/7/28 0:00,6.23,5.4,0.32,2.49,24,261,0,8814,79,65,262,23,6.28,5.83,0.33,2.5
2017/7/28 4:00,6.28,5.83,0.33,2.5,24,261,0,8814,79,65,262,23,6.27,5.72,0.31,2.32
2017/7/28 8:00,6.27,5.72,0.31,2.32,24,261,0,8814,79,65,262,23,6.27,5.6,0.33,2.36
2017/7/28 12:00,6.27,5.6,0.33,2.36,24,261,0,8814,79,65,262,23,6.26,5.62,0.33,2.39
2017/7/28 16:00,6.26,5.62,0.33,2.39,24,261,0,8814,79,65,262,23,6.26,5.62,0.33,2.39
2017/7/28 20:00,6.26,5.62,0.33,2.39,24,261,0,8814,79,65,262,23,6.26,5.62,0.33,2.39
2017/7/29 0:00,6.26,5.62,0.33,2.39,33,266,0,8823,79,80,263,43,6.26,5.62,0.33,2.39
2017/7/29 4:00,6.26,5.62,0.33,2.39,33,266,0,8823,79,80,263,43,6.3,5.68,0.33,2.28
2017/7/29 8:00,6.3,5.68,0.33,2.28,33,266,0,8823,79,80,263,43,6.3,5.62,0.32,2.14
2017/7/29 12:00,6.3,5.62,0.32,2.14,33,266,0,8823,79,80,263,43,6.54,5.62,0.3,2.09
2017/7/29 16:00,6.54,5.62,0.3,2.09,33,266,0,8823,79,80,263,43,6.51,5.64,0.31,2.17
2017/7/29 20:00,6.51,5.64,0.31,2.17,33,266,0,8823,79,80,263,43,6.52,5.85,0.31,2.21
2017/7/30 0:00,6.52,5.85,0.31,2.21,37,291,0,8807,91,85,250,60,6.57,6.02,0.28,2.25
2017/7/30 4:00,6.57,6.02,0.28,2.25,37,291,0,8807,91,85,250,60,6.51,5.52,0.32,2.22
2017/7/30 8:00,6.51,5.52,0.32,2.22,37,291,0,8807,91,85,250,60,6.52,5.47,0.31,2.15
2017/7/30 12:00,6.52,5.47,0.31,2.15,37,291,0,8807,91,85,250,60,6.49,5.49,0.29,2.07
2017/7/30 16:00,6.49,5.49,0.29,2.07,37,291,0,8807,91,85,250,60,6.55,5.68,0.33,1.95
2017/7/30 20:00,6.55,5.68,0.33,1.95,37,291,0,8807,91,85,250,60,6.63,5.85,0.28,2.13
2017/7/31 0:00,6.63,5.85,0.28,2.13,39,265,0,8766,95,61,232,54,6.57,5.76,0.28,1.92
2017/7/31 4:00,6.57,5.76,0.28,1.92,39,265,0,8766,95,61,232,54,6.55,5.63,0.27,2.04
2017/7/31 8:00,6.55,5.63,0.27,2.04,39,265,0,8766,95,61,232,54,6.61,5.49,0.3,1.91
2017/7/31 12:00,6.61,5.49,0.3,1.91,39,265,0,8766,95,61,232,54,6.6,5.63,0.32,1.98
2017/7/31 16:00,6.6,5.63,0.32,1.98,39,265,0,8766,95,61,232,54,6.66,5.73,0.3,1.88
2017/7/31 20:00,6.66,5.73,0.3,1.88,39,265,0,8766,95,61,232,54,6.6,5.69,0.28,1.81
2017/8/1 0:00,6.6,5.69,0.28,1.81,28,234,269,8736,100,0,217,54,6.6,5.76,0.28,1.81
2017/8/1 4:00,6.6,5.76,0.28,1.81,28,234,269,8736,100,0,217,54,6.58,5.66,0.27,1.84
2017/8/1 8:00,6.58,5.66,0.27,1.84,28,234,269,8736,100,0,217,54,6.53,5.42,0.24,1.8
2017/8/1 12:00,6.53,5.42,0.24,1.8,28,234,269,8736,100,0,217,54,6.54,5.32,0.27,1.85
2017/8/1 16:00,6.54,5.32,0.27,1.85,28,234,269,8736,100,0,217,54,6.57,5.64,0.27,1.78
2017/8/1 20:00,6.57,5.64,0.27,1.78,28,234,269,8736,100,0,217,54,6.58,5.53,0.28,1.69
2017/8/2 0:00,6.58,5.53,0.28,1.69,12,235,546,8734,100,0,211,18,6.55,5.47,0.28,1.79
2017/8/2 4:00,6.55,5.47,0.28,1.79,12,235,546,8734,100,0,211,18,6.52,5.32,0.29,1.67
2017/8/2 8:00,6.52,5.32,0.29,1.67,12,235,546,8734,100,0,211,18,6.53,5.28,0.28,1.49
2017/8/2 12:00,6.53,5.28,0.28,1.49,12,235,546,8734,100,0,211,18,6.49,5.37,0.27,1.86
2017/8/2 16:00,6.49,5.37,0.27,1.86,12,235,546,8734,100,0,211,18,6.51,5.53,0.27,1.83
2017/8/2 20:00,6.51,5.53,0.27,1.83,12,235,546,8734,100,0,211,18,6.53,5.64,0.28,1.84
2017/8/3 0:00,6.53,5.64,0.28,1.84,14,219,539,8748,100,0,211,37,6.55,5.37,0.3,1.85
2017/8/3 4:00,6.55,5.37,0.3,1.85,14,219,539,8748,100,0,211,37,6.55,5.22,0.23,1.85
2017/8/3 8:00,6.55,5.22,0.23,1.85,14,219,539,8748,100,0,211,37,6.51,5,0.27,1.82
2017/8/3 12:00,6.51,5,0.27,1.82,14,219,539,8748,100,0,211,37,6.46,5.19,0.27,1.84
2017/8/3 16:00,6.46,5.19,0.27,1.84,14,219,539,8748,100,0,211,37,6.63,4.96,0.21,2.91
2017/8/3 20:00,6.63,4.96,0.21,2.91,14,219,539,8748,100,0,211,37,6.4,4.63,0.28,1.89
2017/8/4 0:00,6.4,4.63,0.28,1.89,12,227,57,8761,100,0,216,19,6.45,4.78,0.21,1.81
2017/8/4 4:00,6.45,4.78,0.21,1.81,12,227,57,8761,100,0,216,19,6.44,5.02,0.27,1.99
2017/8/4 8:00,6.44,5.02,0.27,1.99,12,227,57,8761,100,0,216,19,6.44,5.2,0.29,2.02
2017/8/4 12:00,6.44,5.2,0.29,2.02,12,227,57,8761,100,0,216,19,6.56,4.96,0.34,2
2017/8/4 16:00,6.56,4.96,0.34,2,12,227,57,8761,100,0,216,19,6.47,5.11,0.28,2.11
2017/8/4 20:00,6.47,5.11,0.28,2.11,12,227,57,8761,100,0,216,19,6.5,5.3,0.29,2.21
2017/8/5 0:00,6.5,5.3,0.29,2.21,9,253,0,8785,92,65,239,11,6.49,5.15,0.31,2.23
2017/8/5 4:00,6.49,5.15,0.31,2.23,9,253,0,8785,92,65,239,11,6.49,5.1,0.23,2.4
2017/8/5 8:00,6.49,5.1,0.23,2.4,9,253,0,8785,92,65,239,11,6.48,4.86,0.21,2.4
2017/8/5 12:00,6.48,4.86,0.21,2.4,9,253,0,8785,92,65,239,11,6.47,4.93,0.29,2.33
2017/8/5 16:00,6.47,4.93,0.29,2.33,9,253,0,8785,92,65,239,11,6.5,5.32,0.28,2.38
2017/8/5 20:00,6.5,5.32,0.28,2.38,9,253,0,8785,92,65,239,11,6.54,5.67,0.28,2.38
2017/8/6 0:00,6.54,5.67,0.28,2.38,22,275,0,8801,87,78,249,27,6.54,5.58,0.21,2.54
2017/8/6 4:00,6.54,5.58,0.21,2.54,22,275,0,8801,87,78,249,27,6.51,5.34,0.21,2.61
2017/8/6 8:00,6.51,5.34,0.21,2.61,22,275,0,8801,87,78,249,27,6.48,5.05,0.36,2.49
2017/8/6 12:00,6.48,5.05,0.36,2.49,22,275,0,8801,87,78,249,27,6.5,5.38,0.19,2.6
2017/8/6 16:00,6.5,5.38,0.19,2.6,22,275,0,8801,87,78,249,27,6.52,5.62,0.3,2.64
2017/8/6 20:00,6.52,5.62,0.3,2.64,22,275,0,8801,87,78,249,27,6.5,5.59,0.22,2.67
2017/8/7 0:00,6.5,5.59,0.22,2.67,20,278,4,8805,90,61,250,26,6.52,5.69,0.22,2.61
2017/8/7 4:00,6.52,5.69,0.22,2.61,20,278,4,8805,90,61,250,26,6.51,5.46,0.21,2.55
2017/8/7 8:00,6.51,5.46,0.21,2.55,20,278,4,8805,90,61,250,26,6.5,5.35,0.26,2.59
2017/8/7 12:00,6.5,5.35,0.26,2.59,20,278,4,8805,90,61,250,26,6.5,5.51,0.29,2.67
2017/8/7 16:00,6.5,5.51,0.29,2.67,20,278,4,8805,90,61,250,26,6.5,5.51,0.29,2.67
2017/8/7 20:00,6.5,5.51,0.29,2.67,20,278,4,8805,90,61,250,26,6.5,5.51,0.29,2.67
2017/8/8 0:00,6.5,5.51,0.29,2.67,34,295,0,8797,85,113,263,38,6.5,5.51,0.29,2.67
2017/8/8 4:00,6.5,5.51,0.29,2.67,34,295,0,8797,85,113,263,38,6.54,5.77,0.2,2.72
2017/8/8 8:00,6.54,5.77,0.2,2.72,34,295,0,8797,85,113,263,38,6.54,5.77,0.2,2.72
2017/8/8 12:00,6.54,5.77,0.2,2.72,34,295,0,8797,85,113,263,38,6.58,5.89,0.27,2.92
2017/8/8 16:00,6.58,5.89,0.27,2.92,34,295,0,8797,85,113,263,38,6.59,6.02,0.3,2.76
2017/8/8 20:00,6.59,6.02,0.3,2.76,34,295,0,8797,85,113,263,38,6.55,6.15,0.25,2.85
2017/8/9 0:00,6.55,6.15,0.25,2.85,40,252,0,8784,89,44,247,47,6.54,5.95,0.26,2.95
2017/8/9 4:00,6.54,5.95,0.26,2.95,40,252,0,8784,89,44,247,47,6.51,5.61,0.28,2.71
2017/8/9 8:00,6.51,5.61,0.28,2.71,40,252,0,8784,89,44,247,47,6.43,5.51,0.23,2.95
2017/8/9 12:00,6.43,5.51,0.23,2.95,40,252,0,8784,89,44,247,47,6.42,5.51,0.23,2.07
2017/8/9 16:00,6.42,5.51,0.23,2.07,40,252,0,8784,89,44,247,47,6.53,5.55,0.19,2.8
2017/8/9 20:00,6.53,5.55,0.19,2.8,40,252,0,8784,89,44,247,47,6.52,5.52,0.24,2.72
2017/8/10 0:00,6.52,5.52,0.24,2.72,28,226,201,8770,99,0,212,35,6.51,5.51,0.2,2.64
2017/8/10 4:00,6.51,5.51,0.2,2.64,28,226,201,8770,99,0,212,35,6.49,5.43,0.19,2.68
2017/8/10 8:00,6.49,5.43,0.19,2.68,28,226,201,8770,99,0,212,35,6.47,5.35,0.22,2.65
2017/8/10 12:00,6.47,5.35,0.22,2.65,28,226,201,8770,99,0,212,35,6.49,5.48,0.19,2.8
2017/8/10 16:00,6.49,5.48,0.19,2.8,28,226,201,8770,99,0,212,35,6.52,5.66,0.18,2.71
2017/8/10 20:00,6.52,5.66,0.18,2.71,28,226,201,8770,99,0,212,35,6.56,5.98,0.25,2.76
2017/8/11 0:00,6.56,5.98,0.25,2.76,21,254,0,8787,80,91,235,17,6.49,5.64,0.17,2.71
2017/8/11 4:00,6.49,5.64,0.17,2.71,21,254,0,8787,80,91,235,17,6.41,5.56,0.19,2.62
2017/8/11 8:00,6.41,5.56,0.19,2.62,21,254,0,8787,80,91,235,17,6.38,5.52,0.21,2.63
2017/8/11 12:00,6.38,5.52,0.21,2.63,21,254,0,8787,80,91,235,17,6.37,5.8,0.21,2.59
2017/8/11 16:00,6.37,5.8,0.21,2.59,21,254,0,8787,80,91,235,17,6.4,5.91,0.19,2.64
2017/8/11 20:00,6.4,5.91,0.19,2.64,21,254,0,8787,80,91,235,17,6.38,5.96,0.18,2.69
2017/8/12 0:00,6.38,5.96,0.18,2.69,30,228,28,8805,93,18,219,43,6.37,5.99,0.17,2.53
2017/8/12 4:00,6.37,5.99,0.17,2.53,30,228,28,8805,93,18,219,43,6.38,5.92,0.19,2.66
2017/8/12 8:00,6.38,5.92,0.19,2.66,30,228,28,8805,93,18,219,43,6.45,5.58,0.18,2.63
2017/8/12 12:00,6.45,5.58,0.18,2.63,30,228,28,8805,93,18,219,43,6.47,5.62,0.13,2.72
2017/8/12 16:00,6.47,5.62,0.13,2.72,30,228,28,8805,93,18,219,43,6.5,5.77,0.27,2.59
2017/8/12 20:00,6.5,5.77,0.27,2.59,30,228,28,8805,93,18,219,43,6.5,5.8,0.19,2.54
2017/8/13 0:00,6.5,5.8,0.19,2.54,18,212,424,8799,100,0,206,53,6.51,5.69,0.23,2.58
2017/8/13 4:00,6.51,5.69,0.23,2.58,18,212,424,8799,100,0,206,53,6.49,5.57,0.17,2.49
2017/8/13 8:00,6.49,5.57,0.17,2.49,18,212,424,8799,100,0,206,53,6.49,5.58,0.18,2.5
2017/8/13 12:00,6.49,5.58,0.18,2.5,18,212,424,8799,100,0,206,53,6.48,5.6,0.25,2.57
2017/8/13 16:00,6.48,5.6,0.25,2.57,18,212,424,8799,100,0,206,53,6.49,5.71,0.22,2.57
2017/8/13 20:00,6.49,5.71,0.22,2.57,18,212,424,8799,100,0,206,53,6.47,5.62,0.17,2.58
2017/8/14 0:00,6.47,5.62,0.17,2.58,15,231,347,8802,100,0,216,58,6.47,5.47,0.17,2.59
2017/8/14 4:00,6.47,5.47,0.17,2.59,15,231,347,8802,100,0,216,58,6.5,5.44,0.24,2.44
2017/8/14 8:00,6.5,5.44,0.24,2.44,15,231,347,8802,100,0,216,58,6.47,5.31,0.12,2.45
2017/8/14 12:00,6.47,5.31,0.12,2.45,15,231,347,8802,100,0,216,58,6.43,5.12,0.21,2.45
2017/8/14 16:00,6.43,5.12,0.21,2.45,15,231,347,8802,100,0,216,58,6.43,5.23,0.23,2.46
2017/8/14 20:00,6.43,5.23,0.23,2.46,15,231,347,8802,100,0,216,58,6.41,5.42,0.18,2.5
2017/8/15 0:00,6.41,5.42,0.18,2.5,16,234,494,8807,100,0,207,25,6.42,5.51,0.18,2.52
2017/8/15 4:00,6.42,5.51,0.18,2.52,16,234,494,8807,100,0,207,25,6.37,5.56,0.2,2.62
2017/8/15 8:00,6.37,5.56,0.2,2.62,16,234,494,8807,100,0,207,25,6.29,5.33,0.22,2.77
2017/8/15 12:00,6.29,5.33,0.22,2.77,16,234,494,8807,100,0,207,25,6.29,5.33,0.22,2.77
2017/8/15 16:00,6.29,5.33,0.22,2.77,16,234,494,8807,100,0,207,25,6.29,5.33,0.22,2.77
2017/8/15 20:00,6.29,5.33,0.22,2.77,16,234,494,8807,100,0,207,25,6.29,5.33,0.22,2.77
2017/8/16 0:00,6.29,5.33,0.22,2.77,17,233,46,8818,100,15,205,15,6.29,5.33,0.22,2.77
2017/8/16 4:00,6.29,5.33,0.22,2.77,17,233,46,8818,100,15,205,15,6.29,5.33,0.22,2.77
2017/8/16 8:00,6.29,5.33,0.22,2.77,17,233,46,8818,100,15,205,15,6.29,5.33,0.22,2.77
2017/8/16 12:00,6.29,5.33,0.22,2.77,17,233,46,8818,100,15,205,15,6.29,5.33,0.22,2.77
2017/8/16 16:00,6.29,5.33,0.22,2.77,17,233,46,8818,100,15,205,15,6.29,5.33,0.22,2.77
2017/8/16 20:00,6.29,5.33,0.22,2.77,17,233,46,8818,100,15,205,15,6.21,5.59,0.18,2.54
2017/8/17 0:00,6.21,5.59,0.18,2.54,20,221,21,8818,100,18,199,37,6.21,5.59,0.18,2.54
2017/8/17 4:00,6.21,5.59,0.18,2.54,20,221,21,8818,100,18,199,37,6.23,5.59,0.18,2.56
2017/8/17 8:00,6.23,5.59,0.18,2.56,20,221,21,8818,100,18,199,37,6.22,5.53,0.19,2.54
